Sex;Age;Region;Fstat;Children;Ed;Emp;Years;Group;Comp;Market;Sphere;Interview;DigitalTech;Vid;Chat;Lk;Social1;Social2;Social3;AI;VR;AdvVR;AdvDig;DisadvDig;Level
Женский;32–38;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;5 и более детей;Специалитет;Я еще только учусь/ не работал(-а);До 1 года;Я еще только учусь/ не работал(-а);Не работал(-а) в организациях;Не работал(-а);Производство;Более 4-х лет назад;Подача отклика (резюме) через автоматизированные системы (личный кабинет соискателя);Отрицательно ;Затрудняюсь ответить;Такой формат вполне устраивает;2;Instagram/ Telegram;Положительно;Отрицательно;Нет;Затрудняюсь ответить;Не вижу в них никаких плюсов для соискателя;Замедляют процесс трудоустройства;1
Женский;25–31;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;5 и более детей;Среднее общее;Я еще только учусь/ не работал(-а);До 1 года;Я еще только учусь/ не работал(-а);Не работал(-а) в организациях;Образовательный сектор;Финансы и Бухгалтерия;От 1 года до 2 лет назад;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;1;Не пользуюсь социальными сетями для поиска работы;Нейтрально;Отрицательно;Нет;Не вижу практической пользы/ думаю/ они используются только для улучшения бренда работодателя;Затрудняюсь ответить;Затрудняюсь ответить;1
Женский;32–38;Москва и МО;Женат/замужем;3-е детей;Магистратура;Уволился(-ась) по собственному желанию;От 3-х лет до 5-ти лет;Специалист;Российская компания (численность сотрудников в России до 100 чел.);Образовательный сектор;Управление образования ;Более 4-х лет назад;Никакими;Затрудняюсь ответить;Это ненужный инструмент в процессе трудоустройства/ все вопросы легче уточнять у рекрутера;Такой формат занимает много времени/ легче отправить резюме через e-mail или сервис с вакансиями;4;LinkedIn/ Instagram/ Telegram;Положительно;Отрицательно;Нет;Не вижу практической пользы/ думаю/ они используются только для улучшения бренда работодателя;Ускоряют процесс подбора;Слишком сложны в использовании;2
Женский;32–38;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;2-е детей;Специалитет;Работаю в компании (полная занятость);От 11-ти лет до 13-ти лет;Специалист;Российская компания (численность сотрудников в России свыше 500 чел.);Образовательный сектор;Преподавание;От 1 года до 2 лет назад;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Такой формат вполне устраивает;1;Не пользуюсь социальными сетями для поиска работы;Нейтрально;Нейтрально;Нет;Затрудняюсь ответить;Ускоряют процесс подбора;Затрудняюсь ответить;3
Женский;18–24;Южный ФО / Северо-Кавказский ФО / Крым;Не женат/ не замужем;Нет детей;Бакалавриат;Я еще только учусь/ не работал(-а);До 1 года;Я еще только учусь/ не работал(-а);Не работал(-а) в организациях;Не работал(-а);Финансы и Бухгалтерия;Никогда не проходил(-а) отбор в компанию;Никакими;Занимают много времени/ не вижу в них пользы для соискателя;Это быстро и удобно/ помогает избежать лишней коммуникации с рекрутером/ Наблюдаю много ошибок и неточностей в работе чат-бота;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании/ Такой формат вполне устраивает;3;Instagram;Положительно;Положительно;Нет;Позволяют заранее посмотреть/ как устроен рабочий день компании и процессы;Ускоряют процесс подбора/ Затрудняюсь ответить;Замедляют процесс трудоустройства/ Зачастую нет адаптации на русский язык;2
Женский;32–38;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;3-е детей;Бакалавриат;Работаю в компании (неполная занятость);От 13-ти лет до 15-ти лет;Руководитель отдела/подразделения;Международная компания (численность сотрудников в России свыше 500 чел.);Оптово-розничная торговля;Продажи;Более 4-х лет назад;Социальные сети;Занимают много времени/ но польза их очевидна (не нужно проходить интервью с рекрутером);Наблюдаю много ошибок и неточностей в работе чат-бота;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;3;LinkedIn;Нейтрально;Нейтрально;Да;Позволяют увлекательно пройти оценку в компании при процессе подбора/ Позволяют заранее посмотреть/ как устроен рабочий день компании и процессы;Ускоряют процесс подбора/ Делают процесс подбора более увлекательным;Зачастую нет адаптации на русский язык;2
Женский;18–24;Москва и МО;Женат/замужем;1 ребенок;Бакалавриат;Уволился(-ась) по собственному желанию;От 1 года до 3-х лет;Специалист;Российская компания (численность сотрудников в России от 100 до 500 чел.);Фармацевтическая отрасль;Продажи;От 1 года до 2 лет назад;Подача отклика (резюме) через автоматизированные системы (личный кабинет соискателя)/ Социальные сети;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;2;Instagram/ Telegram;Нейтрально;Положительно;Нет;Позволяют заранее посмотреть/ как устроен рабочий день компании и процессы;Ускоряют процесс подбора;Никак не влияют на скорость трудоустройства;3
Женский;39–45;Сибирский ФО;Разведен/ разведена;2-е детей;Специалитет;Работаю в компании (полная занятость);15 и более лет;Руководитель отдела/подразделения;Российская компания (численность сотрудников в России от 100 до 500 чел.);Государственный сектор;Управление персоналом;Более 4-х лет назад;Никакими;Это быстро и удобно/ помогает избежать лишних интервью с рекрутером;Затрудняюсь ответить;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;5;Затрудняюсь ответить;Отрицательно;Нейтрально;Нет;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;4
Женский;25–31;Москва и МО;Женат/замужем;Нет детей;Специалитет;Работаю в компании (полная занятость);От 3-х лет до 5-ти лет;Специалист;Российская компания (численность сотрудников в России свыше 500 чел.);Медицина;Медицина;От 2-х лет до 4-х лет назад;Подача отклика (резюме) через автоматизированные системы (личный кабинет соискателя)/ Социальные сети/ Сервисы для онлайн-оценки навыков и компетенций;Затрудняюсь ответить;Это быстро и удобно/ помогает избежать лишней коммуникации с рекрутером/ Инструмент полезный/ но компании неуместно его применяют;Неудобный интерфейс/ удобнее отправить резюме через e-mail или сервис с вакансиями;4;Не пользуюсь социальными сетями для поиска работы;Нейтрально;Отрицательно;Нет;Затрудняюсь ответить;Не вижу в них никаких плюсов для соискателя;Затрудняюсь ответить;3
Женский;18–24;Москва и МО;Не женат/ не замужем;Нет детей;Магистратура;Работаю в компании (полная занятость);До 1 года;Специалист;Не работал(-а) в организациях;Государственный сектор;Юриспруденция;Меньше года назад/ но более 2-месяцев назад;Подача отклика (резюме) через автоматизированные системы (личный кабинет соискателя);Занимают много времени/ но польза их очевидна (не нужно проходить интервью с рекрутером);Наблюдаю много ошибок и неточностей в работе чат-бота;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;5;ВКонтакте;Положительно;Нейтрально;Нет;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;4
Женский;25–31;Приволжский ФО;Женат/замужем;1 ребенок;Специалитет;Веду проекты на фрилансе;До 1 года;Специалист;Российская компания (численность сотрудников в России свыше 500 чел.);Промышленное оборудование (техника/ станки/ комплектующие);Маркетинг / PR / Реклама/ Digital;Более 4-х лет назад;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Такой формат вполне устраивает;3;Instagram/ Telegram;Положительно;Нейтрально;Нет;Позволяют заранее посмотреть/ как устроен рабочий день компании и процессы;Ускоряют процесс подбора;Затрудняюсь ответить;2
Женский;25–31;Москва и МО;Не женат/ не замужем;Нет детей;Магистратура;Работаю в компании (полная занятость);От 5-ти лет до 7-ми лет;Специалист;Российская компания (численность сотрудников в России свыше 500 чел.);Финансовый сектор (банки/ страховые и инвестиционные компании);Юриспруденция;Меньше года назад/ но более 2-месяцев назад;Сервис для видеоинтервью/ Чат-боты/ Подача отклика (резюме) через автоматизированные системы (личный кабинет соискателя)/ Социальные сети;Это быстро и удобно/ помогает избежать лишних интервью с рекрутером;Это быстро и удобно/ помогает избежать лишней коммуникации с рекрутером;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;3;Facebook/ Instagram/ Telegram;Положительно;Нейтрально;Нет;Затрудняюсь ответить;Ускоряют процесс подбора;Затрудняюсь ответить;4
Женский;25–31;Уральский ФО;Женат/замужем;2-е детей;Среднее общее;Работаю в компании (полная занятость);От 5-ти лет до 7-ми лет;Специалист;Российская компания (численность сотрудников в России свыше 500 чел.);Товары народного потребления (пищевые);Продажи;От 2-х лет до 4-х лет назад;Сервис для видеоинтервью;Затрудняюсь ответить;Инструмент полезный/ но компании неуместно его применяют;Такой формат вполне устраивает;1;Не пользуюсь социальными сетями для поиска работы;Нейтрально;Нейтрально;Нет;Затрудняюсь ответить;Ускоряют процесс подбора;Затрудняюсь ответить;3
Женский;46–52;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;4 детей;Специалитет;Работаю в компании (полная занятость);15 и более лет;Руководитель отдела/подразделения;Российская компания (численность сотрудников в России от 100 до 500 чел.);Образовательный сектор;Административная функция;От 1 года до 2 лет назад;Никакими;Занимают много времени/ но польза их очевидна (не нужно проходить интервью с рекрутером);Затрудняюсь ответить;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;4;Instagram/ Telegram/ ВКонтакте;Положительно;Отрицательно;Нет;Не вижу практической пользы/ думаю/ они используются только для улучшения бренда работодателя;Ускоряют процесс подбора;Слишком сложны в использовании;4
Женский;46–52;Южный ФО / Северо-Кавказский ФО / Крым;Не женат/ не замужем;Нет детей;Специалитет;Работаю в компании (полная занятость);15 и более лет;Специалист;Российская компания (численность сотрудников в России до 100 чел.);Образовательный сектор;Преподавание;От 1 года до 2 лет назад;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;1;Не пользуюсь социальными сетями для поиска работы;Нейтрально;Нейтрально;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;2
Женский;25–31;Южный ФО / Северо-Кавказский ФО / Крым;Не женат/ не замужем;Нет детей;Специалитет;Работаю в компании (полная занятость);От 7-ми лет до 9-ти лет;Специалист;Российская компания (численность сотрудников в России свыше 500 чел.);Государственный сектор;Юриспруденция;От 2-х лет до 4-х лет назад;Сервисы для онлайн-оценки навыков и компетенций;Это быстро и удобно/ помогает избежать лишних интервью с рекрутером;Это ненужный инструмент в процессе трудоустройства/ все вопросы легче уточнять у рекрутера;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании/ Такой формат вполне устраивает;1;Не пользуюсь социальными сетями для поиска работы;Отрицательно;Положительно;Нет;Затрудняюсь ответить;Ускоряют процесс подбора;Затрудняюсь ответить;2
Женский;25–31;Москва и МО;Не женат/ не замужем;Нет детей;Аспирантура;Работаю в компании (неполная занятость);От 1 года до 3-х лет;Специалист;Российская компания (численность сотрудников в России свыше 500 чел.);Медицина;Медицина ;В последние 2 месяца;Чат-боты/ Подача отклика (резюме) через автоматизированные системы (личный кабинет соискателя)/ Социальные сети;Затрудняюсь ответить;Это ненужный инструмент в процессе трудоустройства/ все вопросы легче уточнять у рекрутера;Затрудняюсь ответить;2;Instagram/ ВКонтакте;Положительно;Нейтрально;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;3
Женский;39–45;Сибирский ФО;Женат/замужем;3-е детей;Среднее профессиональное;Уволился(-ась) по собственному желанию;От 7-ми лет до 9-ти лет;Руководитель отдела/подразделения;Международная компания (численность сотрудников в России от 100 до 500 чел.);Медицина;Административная функция;Более 4-х лет назад;Чат-боты/ Социальные сети;Затрудняюсь ответить;Это быстро и удобно/ помогает избежать лишней коммуникации с рекрутером;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;5;Не пользуюсь социальными сетями для поиска работы;Положительно;Нейтрально;Нет;Затрудняюсь ответить;Ускоряют процесс подбора;Затрудняюсь ответить;3
Мужской;32–38;Москва и МО;Женат/замужем;3-е детей;Магистратура;Работаю в компании (полная занятость);От 13-ти лет до 15-ти лет;Генеральный директор / Президент;Международная компания (численность сотрудников в России свыше 500 чел.);Нефть и газ;Финансы и Бухгалтерия;Более 4-х лет назад;Никакими;Занимают много времени/ но польза их очевидна (не нужно проходить интервью с рекрутером);Это ненужный инструмент в процессе трудоустройства/ все вопросы легче уточнять у рекрутера;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;1;Затрудняюсь ответить;Нейтрально;Отрицательно;Нет;Позволяют увлекательно пройти оценку в компании при процессе подбора;Ускоряют процесс подбора;Слишком сложны в использовании;3
Мужской;32–38;Москва и МО;Женат/замужем;3-е детей;Магистратура;Работаю в компании (полная занятость);От 13-ти лет до 15-ти лет;Генеральный директор / Президент;Международная компания (численность сотрудников в России свыше 500 чел.);Нефть и газ;Финансы и Бухгалтерия;Более 4-х лет назад;Никакими;Занимают много времени/ но польза их очевидна (не нужно проходить интервью с рекрутером);Это ненужный инструмент в процессе трудоустройства/ все вопросы легче уточнять у рекрутера;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;1;Затрудняюсь ответить;Нейтрально;Отрицательно;Нет;Позволяют увлекательно пройти оценку в компании при процессе подбора;Ускоряют процесс подбора;Слишком сложны в использовании;3
Женский;32–38;Москва и МО;Состою в гражданском браке;4 детей;Среднее профессиональное;Меня сократили;15 и более лет;Специалист;Международная компания (численность сотрудников в России до 100 чел.);Спорт / Фитнес;Финансы и Бухгалтерия;От 1 года до 2 лет назад;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;3;Затрудняюсь ответить;Нейтрально;Нейтрально;Нет;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;3
Женский;32–38;Сибирский ФО;Женат/замужем;4 детей;Специалитет;Работаю в компании (неполная занятость);От 7-ми лет до 9-ти лет;Специалист;Российская компания (численность сотрудников в России до 100 чел.);Строительство / Недвижимость / Девелопмент / Эксплуатация;Проектирование и строительство / ИТР;Более 4-х лет назад;Никакими;Это быстро и удобно/ помогает избежать лишних интервью с рекрутером;Это ненужный инструмент в процессе трудоустройства/ все вопросы легче уточнять у рекрутера;Такой формат занимает много времени/ легче отправить резюме через e-mail или сервис с вакансиями;4;Instagram/ ВКонтакте;Положительно;Отрицательно;Нет;Позволяют увлекательно пройти оценку в компании при процессе подбора;Ускоряют процесс подбора;Затрудняюсь ответить;3
Женский;39–45;Уральский ФО;Женат/замужем;2-е детей;Бакалавриат;Работаю в компании (полная занятость);От 5-ти лет до 7-ми лет;Специалист;Российская компания (численность сотрудников в России свыше 500 чел.);Нефть и газ;Производство;От 1 года до 2 лет назад;Никакими;Затрудняюсь ответить;Это ненужный инструмент в процессе трудоустройства/ все вопросы легче уточнять у рекрутера;Такой формат занимает много времени/ легче отправить резюме через e-mail или сервис с вакансиями;1;Не пользуюсь социальными сетями для поиска работы;Нейтрально;Нейтрально;Нет;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;3
Женский;25–31;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;2-е детей;Среднее профессиональное;Работаю в компании (неполная занятость);От 7-ми лет до 9-ти лет;Специалист;Не работал(-а) в организациях;Медицинское оборудование;Медицина;От 1 года до 2 лет назад;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;2;Instagram;Нейтрально;Нейтрально;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;1
Женский;39–45;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;Нет детей;Специалитет;Работаю в компании (неполная занятость);15 и более лет;Специалист;Российская компания (численность сотрудников в России до 100 чел.);Нефть и газ;Производство;От 1 года до 2 лет назад;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;1;Не пользуюсь социальными сетями для поиска работы;Нейтрально;Отрицательно;Нет;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;2
Женский;32–38;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;3-е детей;Бакалавриат;Работаю в компании (полная занятость);От 7-ми лет до 9-ти лет;Специалист;Российская компания (численность сотрудников в России свыше 500 чел.);Бытовая электроника и техника / Компьютеры / Оргтехника;Продажи;Более 4-х лет назад;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Такой формат вполне устраивает;3;Instagram;Нейтрально;Нейтрально;Нет;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;3
Женский;32–38;Москва и МО;Женат/замужем;Нет детей;Специалитет;Работаю в компании (полная занятость);От 13-ти лет до 15-ти лет;Специалист;Международная компания (численность сотрудников в России свыше 500 чел.);Финансовый сектор (банки/ страховые и инвестиционные компании);Продажи;Более 4-х лет назад;Сервис для видеоинтервью;Затрудняюсь ответить;Затрудняюсь ответить;Такой формат вполне устраивает;3;Facebook/ LinkedIn/ Instagram/ Telegram;Положительно;Положительно;Нет;Затрудняюсь ответить;Делают процесс подбора более увлекательным;Нет минусов;2
Мужской;32–38;Сибирский ФО;Не женат/ не замужем;Нет детей;Специалитет;Веду проекты на фрилансе;15 и более лет;Генеральный директор / Президент;Не работал(-а) в организациях;Строительство / Недвижимость / Девелопмент / Эксплуатация;Производство;Никогда не проходил(-а) отбор в компанию;Никакими;Затрудняюсь ответить;Это ненужный инструмент в процессе трудоустройства/ все вопросы легче уточнять у рекрутера;Если компания предлагает только такой формат подачи отклика/ я отказываюсь от отправки резюме;1;Не пользуюсь социальными сетями для поиска работы;Нейтрально;Отрицательно;Нет;Не вижу практической пользы/ думаю/ они используются только для улучшения бренда работодателя;Не вижу в них никаких плюсов для соискателя;Затрудняюсь ответить;2
Женский;25–31;Москва и МО;Разведен/ разведена;1 ребенок;Специалитет;Уволился(-ась) по собственному желанию;От 7-ми лет до 9-ти лет;Руководитель отдела/подразделения;Российская компания (численность сотрудников в России до 100 чел.);Государственный сектор;Административная функция;Более 4-х лет назад;Подача отклика (резюме) через автоматизированные системы (личный кабинет соискателя);Это быстро и удобно/ помогает избежать лишних интервью с рекрутером;Это ненужный инструмент в процессе трудоустройства/ все вопросы легче уточнять у рекрутера;Такой формат вполне устраивает;1;Не пользуюсь социальными сетями для поиска работы;Отрицательно;Отрицательно;Нет;Позволяют увлекательно пройти оценку в компании при процессе подбора;Ускоряют процесс подбора;Затрудняюсь ответить;3
Женский;25–31;Уральский ФО;Женат/замужем;2-е детей;Специалитет;Уволился(-ась) по собственному желанию;От 1 года до 3-х лет;Специалист;Российская компания (численность сотрудников в России до 100 чел.);Строительство / Недвижимость / Девелопмент / Эксплуатация;Финансы и Бухгалтерия;От 1 года до 2 лет назад;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Такой формат вполне устраивает;4;Instagram;Нейтрально;Нейтрально;Нет;Затрудняюсь ответить;Ускоряют процесс подбора;Затрудняюсь ответить;2
Женский;32–38;Южный ФО / Северо-Кавказский ФО / Крым;Состою в гражданском браке;3-е детей;Магистратура;Я еще только учусь/ не работал(-а);До 1 года;Я еще только учусь/ не работал(-а);Не работал(-а) в организациях;Не работал(-а);Не работал(-а);От 1 года до 2 лет назад;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании/ Такой формат вполне устраивает;1;Не пользуюсь социальными сетями для поиска работы;Нейтрально;Нейтрально;Нет;Позволяют увлекательно пройти оценку в компании при процессе подбора;Делают процесс подбора более увлекательным;Нет минусов;4
Женский;25–31;Москва и МО;Женат/замужем;3-е детей;Специалитет;Веду проекты на фрилансе;От 3-х лет до 5-ти лет;Собственник бизнеса;Российская компания (численность сотрудников в России до 100 чел.);Логистика и Закупки / Перевозки / Склад / ВЭД;Финансы и Бухгалтерия;Более 4-х лет назад;Никакими;Занимают много времени/ не вижу в них пользы для соискателя/ Затрудняюсь ответить;Наблюдаю много ошибок и неточностей в работе чат-бота;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;1;Не пользуюсь социальными сетями для поиска работы;Нейтрально;Нейтрально;Нет;Позволяют заранее посмотреть/ как устроен рабочий день компании и процессы;Ускоряют процесс подбора;Замедляют процесс трудоустройства;2
Женский;25–31;Москва и МО;Женат/замужем;2-е детей;Бакалавриат;Уволился(-ась) по собственному желанию;От 1 года до 3-х лет;Специалист;Российская компания (численность сотрудников в России до 100 чел.);Государственный сектор;Административная функция;Более 4-х лет назад;Никакими;Затрудняюсь ответить;Это ненужный инструмент в процессе трудоустройства/ все вопросы легче уточнять у рекрутера;Затрудняюсь ответить;1;Затрудняюсь ответить/ Не пользуюсь социальными сетями для поиска работы;Нейтрально;Нейтрально;Затрудняюсь ответить;Затрудняюсь ответить;Делают процесс подбора более увлекательным;Затрудняюсь ответить;2
Женский;18–24;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;1 ребенок;Специалитет;Я еще только учусь/ не работал(-а);До 1 года;Я еще только учусь/ не работал(-а);Не работал(-а) в организациях;Образовательный сектор;Не работал(-а);Никогда не проходил(-а) отбор в компанию;Никакими;Занимают много времени/ но польза их очевидна (не нужно проходить интервью с рекрутером);Это быстро и удобно/ помогает избежать лишней коммуникации с рекрутером;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;1;Не пользуюсь социальными сетями для поиска работы;Нейтрально;Нейтрально;Нет;Позволяют заранее посмотреть/ как устроен рабочий день компании и процессы;Ускоряют процесс подбора;Зачастую нет адаптации на русский язык;2
Женский;25–31;Южный ФО / Северо-Кавказский ФО / Крым;Не женат/ не замужем;Нет детей;Бакалавриат;Уволился(-ась) по собственному желанию;До 1 года;Специалист;Российская компания (численность сотрудников в России до 100 чел.);Товары народного потребления (непищевые);Продажи;От 1 года до 2 лет назад;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Такой формат вполне устраивает;1;Не пользуюсь социальными сетями для поиска работы;Нейтрально;Нейтрально;Нет;Позволяют заранее посмотреть/ как устроен рабочий день компании и процессы;Затрудняюсь ответить;Затрудняюсь ответить;3
Женский;18–24;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;1 ребенок;Магистратура;Веду проекты на фрилансе;От 3-х лет до 5-ти лет;Я еще только учусь/ не работал(-а);Не работал(-а) в организациях;Не работал(-а);Маркетинг / PR / Реклама/ Digital;Никогда не проходил(-а) отбор в компанию;Никакими;Занимают много времени/ но польза их очевидна (не нужно проходить интервью с рекрутером);Это быстро и удобно/ помогает избежать лишней коммуникации с рекрутером;Такой формат занимает много времени/ легче отправить резюме через e-mail или сервис с вакансиями;4;Instagram/ ВКонтакте;Нейтрально;Нейтрально;Нет;Затрудняюсь ответить;Делают процесс подбора более увлекательным;Нет минусов;3
Женский;25–31;Москва и МО;Женат/замужем;2-е детей;Специалитет;Работаю в компании (полная занятость);От 7-ми лет до 9-ти лет;Руководитель отдела/подразделения;Международная компания (численность сотрудников в России свыше 500 чел.);Энергетика;Закупки/ Логистика/ Склад/ ВЭД;От 2-х лет до 4-х лет назад;Сервис для видеоинтервью/ Подача отклика (резюме) через автоматизированные системы (личный кабинет соискателя);Это быстро и удобно/ помогает избежать лишних интервью с рекрутером;Наблюдаю много ошибок и неточностей в работе чат-бота/ Затрудняюсь ответить;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;1;Не пользуюсь социальными сетями для поиска работы;Нейтрально;Нейтрально;Нет;Затрудняюсь ответить;Ускоряют процесс подбора;Затрудняюсь ответить;3
Женский;46–52;Санкт-Петербург;Разведен/ разведена;1 ребенок;Аспирантура;Работаю в компании (полная занятость);15 и более лет;Руководитель отдела/подразделения;Российская компания (численность сотрудников в России свыше 500 чел.);Энергетика;Взаимодействие с гос. органами / Market access;От 2-х лет до 4-х лет назад;Подача отклика (резюме) через автоматизированные системы (личный кабинет соискателя);Затрудняюсь ответить;Затрудняюсь ответить;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;3;Не пользуюсь социальными сетями для поиска работы;Нейтрально;Нейтрально;Затрудняюсь ответить;Затрудняюсь ответить;Делают процесс подбора более увлекательным;Никак не влияют на скорость трудоустройства;3
